10MAINBKGRP20260607IE12BOFI90000012345678EUR
20TX-2026-000120260607PMT-REF-20001                 000000001001CRINV-2026-8001            Party_1                       
20TX-2026-765320260607PMT-REF-27653                 000000008653CRINV-2026-15653           Party_7653                    
20TX-2026-765420260607PMT-REF-27654                 000000008654CRINV-2026-15654           Party_7654                    
20TX-2026-765520260607PMT-REF-27655                 000000008655CRINV-2026-15655           Party_7655                    
20TX-2026-765620260607PMT-REF-27656                 000000008656CRINV-2026-15656           Party_7656                    
20TX-2026-765720260607PMT-REF-27657                 000000008657CRINV-2026-15657           Party_7657                    
20TX-2026-765820260607PMT-REF-27658                 000000008658CRINV-2026-15658           Party_7658                    
20TX-2026-765920260607PMT-REF-27659                 000000008659CRINV-2026-15659           Party_7659                    
20TX-2026-766020260607PMT-REF-27660                 000000008660CRINV-2026-15660           Party_7660                    
20TX-2026-766120260607PMT-REF-27661                 000000008661CRINV-2026-15661           Party_7661                    
20TX-2026-766220260607PMT-REF-27662                 000000008662CRINV-2026-15662           Party_7662                    
20TX-2026-766320260607PMT-REF-27663                 000000008663CRINV-2026-15663           Party_7663                    
20TX-2026-766420260607PMT-REF-27664                 000000008664CRINV-2026-15664           Party_7664                    
20TX-2026-766520260607PMT-REF-27665                 000000008665CRINV-2026-15665           Party_7665                    
20TX-2026-766620260607PMT-REF-27666                 000000008666CRINV-2026-15666           Party_7666                    
20TX-2026-766720260607PMT-REF-27667                 000000008667CRINV-2026-15667           Party_7667                    
20TX-2026-766820260607PMT-REF-27668                 000000008668CRINV-2026-15668           Party_7668                    
20TX-2026-766920260607PMT-REF-27669                 000000008669CRINV-2026-15669           Party_7669                    
20TX-2026-767020260607PMT-REF-27670                 000000008670CRINV-2026-15670           Party_7670                    
20TX-2026-767120260607PMT-REF-27671                 000000008671CRINV-2026-15671           Party_7671                    
20TX-2026-767220260607PMT-REF-27672                 000000008672CRINV-2026-15672           Party_7672                    
20TX-2026-767320260607PMT-REF-27673                 000000008673CRINV-2026-15673           Party_7673                    
20TX-2026-767420260607PMT-REF-27674                 000000008674CRINV-2026-15674           Party_7674                    
20TX-2026-767520260607PMT-REF-27675                 000000008675CRINV-2026-15675           Party_7675                    
20TX-2026-767620260607PMT-REF-27676                 000000008676CRINV-2026-15676           Party_7676                    
20TX-2026-767720260607PMT-REF-27677                 000000008677CRINV-2026-15677           Party_7677                    
20TX-2026-767820260607PMT-REF-27678                 000000008678CRINV-2026-15678           Party_7678                    
20TX-2026-767920260607PMT-REF-27679                 000000008679CRINV-2026-15679           Party_7679                    
20TX-2026-768020260607PMT-REF-27680                 000000008680CRINV-2026-15680           Party_7680                    
20TX-2026-768120260607PMT-REF-27681                 000000008681CRINV-2026-15681           Party_7681                    
20TX-2026-768220260607PMT-REF-27682                 000000008682CRINV-2026-15682           Party_7682                    
20TX-2026-768320260607PMT-REF-27683                 000000008683CRINV-2026-15683           Party_7683                    
20TX-2026-768420260607PMT-REF-27684                 000000008684CRINV-2026-15684           Party_7684                    
20TX-2026-768520260607PMT-REF-27685                 000000008685CRINV-2026-15685           Party_7685                    
20TX-2026-768620260607PMT-REF-27686                 000000008686CRINV-2026-15686           Party_7686                    
20TX-2026-768720260607PMT-REF-27687                 000000008687CRINV-2026-15687           Party_7687                    
20TX-2026-768820260607PMT-REF-27688                 000000008688CRINV-2026-15688           Party_7688                    
20TX-2026-768920260607PMT-REF-27689                 000000008689CRINV-2026-15689           Party_7689                    
20TX-2026-769020260607PMT-REF-27690                 000000008690CRINV-2026-15690           Party_7690                    
20TX-2026-769120260607PMT-REF-27691                 000000008691CRINV-2026-15691           Party_7691                    
20TX-2026-769220260607PMT-REF-27692                 000000008692CRINV-2026-15692           Party_7692                    
20TX-2026-769320260607PMT-REF-27693                 000000008693CRINV-2026-15693           Party_7693                    
20TX-2026-769420260607PMT-REF-27694                 000000008694CRINV-2026-15694           Party_7694                    
20TX-2026-769520260607PMT-REF-27695                 000000008695CRINV-2026-15695           Party_7695                    
20TX-2026-769620260607PMT-REF-27696                 000000008696CRINV-2026-15696           Party_7696                    
20TX-2026-769720260607PMT-REF-27697                 000000008697CRINV-2026-15697           Party_7697                    
20TX-2026-769820260607PMT-REF-27698                 000000008698CRINV-2026-15698           Party_7698                    
20TX-2026-769920260607PMT-REF-27699                 000000008699CRINV-2026-15699           Party_7699                    
20TX-2026-770020260607PMT-REF-27700                 000000008700CRINV-2026-15700           Party_7700                    
20TX-2026-770120260607PMT-REF-27701                 000000008701CRINV-2026-15701           Party_7701                    
20TX-2026-770220260607PMT-REF-27702                 000000008702CRINV-2026-15702           Party_7702                    
20TX-2026-770320260607PMT-REF-27703                 000000008703CRINV-2026-15703           Party_7703                    
20TX-2026-770420260607PMT-REF-27704                 000000008704CRINV-2026-15704           Party_7704                    
20TX-2026-770520260607PMT-REF-27705                 000000008705CRINV-2026-15705           Party_7705                    
20TX-2026-770620260607PMT-REF-27706                 000000008706CRINV-2026-15706           Party_7706                    
20TX-2026-770720260607PMT-REF-27707                 000000008707CRINV-2026-15707           Party_7707                    
20TX-2026-770820260607PMT-REF-27708                 000000008708CRINV-2026-15708           Party_7708                    
20TX-2026-770920260607PMT-REF-27709                 000000008709CRINV-2026-15709           Party_7709                    
20TX-2026-771020260607PMT-REF-27710                 000000008710CRINV-2026-15710           Party_7710                    
20TX-2026-771120260607PMT-REF-27711                 000000008711CRINV-2026-15711           Party_7711                    
20TX-2026-771220260607PMT-REF-27712                 000000008712CRINV-2026-15712           Party_7712                    
20TX-2026-771320260607PMT-REF-27713                 000000008713CRINV-2026-15713           Party_7713                    
20TX-2026-771420260607PMT-REF-27714                 000000008714CRINV-2026-15714           Party_7714                    
20TX-2026-771520260607PMT-REF-27715                 000000008715CRINV-2026-15715           Party_7715                    
20TX-2026-771620260607PMT-REF-27716                 000000008716CRINV-2026-15716           Party_7716                    
20TX-2026-771720260607PMT-REF-27717                 000000008717CRINV-2026-15717           Party_7717                    
20TX-2026-771820260607PMT-REF-27718                 000000008718CRINV-2026-15718           Party_7718                    
20TX-2026-771920260607PMT-REF-27719                 000000008719CRINV-2026-15719           Party_7719                    
20TX-2026-772020260607PMT-REF-27720                 000000008720CRINV-2026-15720           Party_7720                    
20TX-2026-772120260607PMT-REF-27721                 000000008721CRINV-2026-15721           Party_7721                    
20TX-2026-772220260607PMT-REF-27722                 000000008722CRINV-2026-15722           Party_7722                    
20TX-2026-772320260607PMT-REF-27723                 000000008723CRINV-2026-15723           Party_7723                    
20TX-2026-772420260607PMT-REF-27724                 000000008724CRINV-2026-15724           Party_7724                    
20TX-2026-772520260607PMT-REF-27725                 000000008725CRINV-2026-15725           Party_7725                    
20TX-2026-772620260607PMT-REF-27726                 000000008726CRINV-2026-15726           Party_7726                    
20TX-2026-772720260607PMT-REF-27727                 000000008727CRINV-2026-15727           Party_7727                    
20TX-2026-772820260607PMT-REF-27728                 000000008728CRINV-2026-15728           Party_7728                    
20TX-2026-772920260607PMT-REF-27729                 000000008729CRINV-2026-15729           Party_7729                    
20TX-2026-773020260607PMT-REF-27730                 000000008730CRINV-2026-15730           Party_7730                    
20TX-2026-773120260607PMT-REF-27731                 000000008731CRINV-2026-15731           Party_7731                    
20TX-2026-773220260607PMT-REF-27732                 000000008732CRINV-2026-15732           Party_7732                    
20TX-2026-773320260607PMT-REF-27733                 000000008733CRINV-2026-15733           Party_7733                    
20TX-2026-773420260607PMT-REF-27734                 000000008734CRINV-2026-15734           Party_7734                    
20TX-2026-773520260607PMT-REF-27735                 000000008735CRINV-2026-15735           Party_7735                    
20TX-2026-773620260607PMT-REF-27736                 000000008736CRINV-2026-15736           Party_7736                    
20TX-2026-773720260607PMT-REF-27737                 000000008737CRINV-2026-15737           Party_7737                    
20TX-2026-773820260607PMT-REF-27738                 000000008738CRINV-2026-15738           Party_7738                    
20TX-2026-773920260607PMT-REF-27739                 000000008739CRINV-2026-15739           Party_7739                    
20TX-2026-774020260607PMT-REF-27740                 000000008740CRINV-2026-15740           Party_7740                    
20TX-2026-774120260607PMT-REF-27741                 000000008741CRINV-2026-15741           Party_7741                    
20TX-2026-774220260607PMT-REF-27742                 000000008742CRINV-2026-15742           Party_7742                    
20TX-2026-774320260607PMT-REF-27743                 000000008743CRINV-2026-15743           Party_7743                    
20TX-2026-774420260607PMT-REF-27744                 000000008744CRINV-2026-15744           Party_7744                    
20TX-2026-774520260607PMT-REF-27745                 000000008745CRINV-2026-15745           Party_7745                    
20TX-2026-774620260607PMT-REF-27746                 000000008746CRINV-2026-15746           Party_7746                    
20TX-2026-774720260607PMT-REF-27747                 000000008747CRINV-2026-15747           Party_7747                    
20TX-2026-774820260607PMT-REF-27748                 000000008748CRINV-2026-15748           Party_7748                    
20TX-2026-774920260607PMT-REF-27749                 000000008749CRINV-2026-15749           Party_7749                    
20TX-2026-775020260607PMT-REF-27750                 000000008750CRINV-2026-15750           Party_7750                    
20TX-2026-775120260607PMT-REF-27751                 000000008751CRINV-2026-15751           Party_7751                    
20TX-2026-775220260607PMT-REF-27752                 000000008752CRINV-2026-15752           Party_7752                    
20TX-2026-775320260607PMT-REF-27753                 000000008753CRINV-2026-15753           Party_7753                    
20TX-2026-775420260607PMT-REF-27754                 000000008754CRINV-2026-15754           Party_7754                    
20TX-2026-775520260607PMT-REF-27755                 000000008755CRINV-2026-15755           Party_7755                    
20TX-2026-775620260607PMT-REF-27756                 000000008756CRINV-2026-15756           Party_7756                    
20TX-2026-775720260607PMT-REF-27757                 000000008757CRINV-2026-15757           Party_7757                    
20TX-2026-775820260607PMT-REF-27758                 000000008758CRINV-2026-15758           Party_7758                    
20TX-2026-775920260607PMT-REF-27759                 000000008759CRINV-2026-15759           Party_7759                    
20TX-2026-776020260607PMT-REF-27760                 000000008760CRINV-2026-15760           Party_7760                    
20TX-2026-776120260607PMT-REF-27761                 000000008761CRINV-2026-15761           Party_7761                    
20TX-2026-776220260607PMT-REF-27762                 000000008762CRINV-2026-15762           Party_7762                    
20TX-2026-776320260607PMT-REF-27763                 000000008763CRINV-2026-15763           Party_7763                    
20TX-2026-776420260607PMT-REF-27764                 000000008764CRINV-2026-15764           Party_7764                    
20TX-2026-776520260607PMT-REF-27765                 000000008765CRINV-2026-15765           Party_7765                    
20TX-2026-776620260607PMT-REF-27766                 000000008766CRINV-2026-15766           Party_7766                    
20TX-2026-776720260607PMT-REF-27767                 000000008767CRINV-2026-15767           Party_7767                    
20TX-2026-776820260607PMT-REF-27768                 000000008768CRINV-2026-15768           Party_7768                    
20TX-2026-776920260607PMT-REF-27769                 000000008769CRINV-2026-15769           Party_7769                    
20TX-2026-777020260607PMT-REF-27770                 000000008770CRINV-2026-15770           Party_7770                    
20TX-2026-777120260607PMT-REF-27771                 000000008771CRINV-2026-15771           Party_7771                    
20TX-2026-777220260607PMT-REF-27772                 000000008772CRINV-2026-15772           Party_7772                    
20TX-2026-777320260607PMT-REF-27773                 000000008773CRINV-2026-15773           Party_7773                    
20TX-2026-777420260607PMT-REF-27774                 000000008774CRINV-2026-15774           Party_7774                    
20TX-2026-777520260607PMT-REF-27775                 000000008775CRINV-2026-15775           Party_7775                    
20TX-2026-777620260607PMT-REF-27776                 000000008776CRINV-2026-15776           Party_7776                    
20TX-2026-777720260607PMT-REF-27777                 000000008777CRINV-2026-15777           Party_7777                    
20TX-2026-777820260607PMT-REF-27778                 000000008778CRINV-2026-15778           Party_7778                    
20TX-2026-777920260607PMT-REF-27779                 000000008779CRINV-2026-15779           Party_7779                    
20TX-2026-778020260607PMT-REF-27780                 000000008780CRINV-2026-15780           Party_7780                    
20TX-2026-778120260607PMT-REF-27781                 000000008781CRINV-2026-15781           Party_7781                    
20TX-2026-778220260607PMT-REF-27782                 000000008782CRINV-2026-15782           Party_7782                    
20TX-2026-778320260607PMT-REF-27783                 000000008783CRINV-2026-15783           Party_7783                    
20TX-2026-778420260607PMT-REF-27784                 000000008784CRINV-2026-15784           Party_7784                    
20TX-2026-778520260607PMT-REF-27785                 000000008785CRINV-2026-15785           Party_7785                    
20TX-2026-778620260607PMT-REF-27786                 000000008786CRINV-2026-15786           Party_7786                    
20TX-2026-778720260607PMT-REF-27787                 000000008787CRINV-2026-15787           Party_7787                    
20TX-2026-778820260607PMT-REF-27788                 000000008788CRINV-2026-15788           Party_7788                    
20TX-2026-778920260607PMT-REF-27789                 000000008789CRINV-2026-15789           Party_7789                    
20TX-2026-779020260607PMT-REF-27790                 000000008790CRINV-2026-15790           Party_7790                    
20TX-2026-779120260607PMT-REF-27791                 000000008791CRINV-2026-15791           Party_7791                    
20TX-2026-779220260607PMT-REF-27792                 000000008792CRINV-2026-15792           Party_7792                    
20TX-2026-779320260607PMT-REF-27793                 000000008793CRINV-2026-15793           Party_7793                    
20TX-2026-779420260607PMT-REF-27794                 000000008794CRINV-2026-15794           Party_7794                    
20TX-2026-779520260607PMT-REF-27795                 000000008795CRINV-2026-15795           Party_7795                    
20TX-2026-779620260607PMT-REF-27796                 000000008796CRINV-2026-15796           Party_7796                    
20TX-2026-779720260607PMT-REF-27797                 000000008797CRINV-2026-15797           Party_7797                    
20TX-2026-779820260607PMT-REF-27798                 000000008798CRINV-2026-15798           Party_7798                    
20TX-2026-779920260607PMT-REF-27799                 000000008799CRINV-2026-15799           Party_7799                    
20TX-2026-780020260607PMT-REF-27800                 000000008800CRINV-2026-15800           Party_7800                    
20TX-2026-780120260607PMT-REF-27801                 000000008801CRINV-2026-15801           Party_7801                    
20TX-2026-780220260607PMT-REF-27802                 000000008802CRINV-2026-15802           Party_7802                    
20TX-2026-780320260607PMT-REF-27803                 000000008803CRINV-2026-15803           Party_7803                    
20TX-2026-780420260607PMT-REF-27804                 000000008804CRINV-2026-15804           Party_7804                    
20TX-2026-780520260607PMT-REF-27805                 000000008805CRINV-2026-15805           Party_7805                    
20TX-2026-780620260607PMT-REF-27806                 000000008806CRINV-2026-15806           Party_7806                    
20TX-2026-780720260607PMT-REF-27807                 000000008807CRINV-2026-15807           Party_7807                    
20TX-2026-780820260607PMT-REF-27808                 000000008808CRINV-2026-15808           Party_7808                    
20TX-2026-780920260607PMT-REF-27809                 000000008809CRINV-2026-15809           Party_7809                    
20TX-2026-781020260607PMT-REF-27810                 000000008810CRINV-2026-15810           Party_7810                    
20TX-2026-781120260607PMT-REF-27811                 000000008811CRINV-2026-15811           Party_7811                    
20TX-2026-781220260607PMT-REF-27812                 000000008812CRINV-2026-15812           Party_7812                    
20TX-2026-781320260607PMT-REF-27813                 000000008813CRINV-2026-15813           Party_7813                    
20TX-2026-781420260607PMT-REF-27814                 000000008814CRINV-2026-15814           Party_7814                    
20TX-2026-781520260607PMT-REF-27815                 000000008815CRINV-2026-15815           Party_7815                    
20TX-2026-781620260607PMT-REF-27816                 000000008816CRINV-2026-15816           Party_7816                    
20TX-2026-781720260607PMT-REF-27817                 000000008817CRINV-2026-15817           Party_7817                    
20TX-2026-781820260607PMT-REF-27818                 000000008818CRINV-2026-15818           Party_7818                    
20TX-2026-781920260607PMT-REF-27819                 000000008819CRINV-2026-15819           Party_7819                    
20TX-2026-782020260607PMT-REF-27820                 000000008820CRINV-2026-15820           Party_7820                    
20TX-2026-782120260607PMT-REF-27821                 000000008821CRINV-2026-15821           Party_7821                    
20TX-2026-782220260607PMT-REF-27822                 000000008822CRINV-2026-15822           Party_7822                    
20TX-2026-782320260607PMT-REF-27823                 000000008823CRINV-2026-15823           Party_7823                    
20TX-2026-782420260607PMT-REF-27824                 000000008824CRINV-2026-15824           Party_7824                    
20TX-2026-782520260607PMT-REF-27825                 000000008825CRINV-2026-15825           Party_7825                    
20TX-2026-782620260607PMT-REF-27826                 000000008826CRINV-2026-15826           Party_7826                    
20TX-2026-782720260607PMT-REF-27827                 000000008827CRINV-2026-15827           Party_7827                    
20TX-2026-782820260607PMT-REF-27828                 000000008828CRINV-2026-15828           Party_7828                    
20TX-2026-782920260607PMT-REF-27829                 000000008829CRINV-2026-15829           Party_7829                    
20TX-2026-783020260607PMT-REF-27830                 000000008830CRINV-2026-15830           Party_7830                    
20TX-2026-783120260607PMT-REF-27831                 000000008831CRINV-2026-15831           Party_7831                    
20TX-2026-783220260607PMT-REF-27832                 000000008832CRINV-2026-15832           Party_7832                    
20TX-2026-783320260607PMT-REF-27833                 000000008833CRINV-2026-15833           Party_7833                    
20TX-2026-783420260607PMT-REF-27834                 000000008834CRINV-2026-15834           Party_7834                    
20TX-2026-783520260607PMT-REF-27835                 000000008835CRINV-2026-15835           Party_7835                    
20TX-2026-783620260607PMT-REF-27836                 000000008836CRINV-2026-15836           Party_7836                    
20TX-2026-783720260607PMT-REF-27837                 000000008837CRINV-2026-15837           Party_7837                    
20TX-2026-783820260607PMT-REF-27838                 000000008838CRINV-2026-15838           Party_7838                    
20TX-2026-783920260607PMT-REF-27839                 000000008839CRINV-2026-15839           Party_7839                    
20TX-2026-784020260607PMT-REF-27840                 000000008840CRINV-2026-15840           Party_7840                    
20TX-2026-784120260607PMT-REF-27841                 000000008841CRINV-2026-15841           Party_7841                    
20TX-2026-784220260607PMT-REF-27842                 000000008842CRINV-2026-15842           Party_7842                    
20TX-2026-784320260607PMT-REF-27843                 000000008843CRINV-2026-15843           Party_7843                    
20TX-2026-784420260607PMT-REF-27844                 000000008844CRINV-2026-15844           Party_7844                    
20TX-2026-784520260607PMT-REF-27845                 000000008845CRINV-2026-15845           Party_7845                    
20TX-2026-784620260607PMT-REF-27846                 000000008846CRINV-2026-15846           Party_7846                    
20TX-2026-784720260607PMT-REF-27847                 000000008847CRINV-2026-15847           Party_7847                    
20TX-2026-784820260607PMT-REF-27848                 000000008848CRINV-2026-15848           Party_7848                    
20TX-2026-784920260607PMT-REF-27849                 000000008849CRINV-2026-15849           Party_7849                    
20TX-2026-785020260607PMT-REF-27850                 000000008850CRINV-2026-15850           Party_7850                    
20TX-2026-785120260607PMT-REF-27851                 000000008851CRINV-2026-15851           Party_7851                    
20TX-2026-785220260607PMT-REF-27852                 000000008852CRINV-2026-15852           Party_7852                    
20TX-2026-785320260607PMT-REF-27853                 000000008853CRINV-2026-15853           Party_7853                    
20TX-2026-785420260607PMT-REF-27854                 000000008854CRINV-2026-15854           Party_7854                    
20TX-2026-785520260607PMT-REF-27855                 000000008855CRINV-2026-15855           Party_7855                    
20TX-2026-785620260607PMT-REF-27856                 000000008856CRINV-2026-15856           Party_7856                    
20TX-2026-785720260607PMT-REF-27857                 000000008857CRINV-2026-15857           Party_7857                    
20TX-2026-785820260607PMT-REF-27858                 000000008858CRINV-2026-15858           Party_7858                    
20TX-2026-785920260607PMT-REF-27859                 000000008859CRINV-2026-15859           Party_7859                    
20TX-2026-786020260607PMT-REF-27860                 000000008860CRINV-2026-15860           Party_7860                    
20TX-2026-786120260607PMT-REF-27861                 000000008861CRINV-2026-15861           Party_7861                    
20TX-2026-786220260607PMT-REF-27862                 000000008862CRINV-2026-15862           Party_7862                    
20TX-2026-786320260607PMT-REF-27863                 000000008863CRINV-2026-15863           Party_7863                    
20TX-2026-786420260607PMT-REF-27864                 000000008864CRINV-2026-15864           Party_7864                    
20TX-2026-786520260607PMT-REF-27865                 000000008865CRINV-2026-15865           Party_7865                    
20TX-2026-786620260607PMT-REF-27866                 000000008866CRINV-2026-15866           Party_7866                    
20TX-2026-786720260607PMT-REF-27867                 000000008867CRINV-2026-15867           Party_7867                    
20TX-2026-786820260607PMT-REF-27868                 000000008868CRINV-2026-15868           Party_7868                    
20TX-2026-786920260607PMT-REF-27869                 000000008869CRINV-2026-15869           Party_7869                    
20TX-2026-787020260607PMT-REF-27870                 000000008870CRINV-2026-15870           Party_7870                    
20TX-2026-787120260607PMT-REF-27871                 000000008871CRINV-2026-15871           Party_7871                    
20TX-2026-787220260607PMT-REF-27872                 000000008872CRINV-2026-15872           Party_7872                    
20TX-2026-787320260607PMT-REF-27873                 000000008873CRINV-2026-15873           Party_7873                    
20TX-2026-787420260607PMT-REF-27874                 000000008874CRINV-2026-15874           Party_7874                    
20TX-2026-787520260607PMT-REF-27875                 000000008875CRINV-2026-15875           Party_7875                    
20TX-2026-787620260607PMT-REF-27876                 000000008876CRINV-2026-15876           Party_7876                    
20TX-2026-787720260607PMT-REF-27877                 000000008877CRINV-2026-15877           Party_7877                    
20TX-2026-787820260607PMT-REF-27878                 000000008878CRINV-2026-15878           Party_7878                    
20TX-2026-787920260607PMT-REF-27879                 000000008879CRINV-2026-15879           Party_7879                    
20TX-2026-788020260607PMT-REF-27880                 000000008880CRINV-2026-15880           Party_7880                    
20TX-2026-788120260607PMT-REF-27881                 000000008881CRINV-2026-15881           Party_7881                    
20TX-2026-788220260607PMT-REF-27882                 000000008882CRINV-2026-15882           Party_7882                    
20TX-2026-788320260607PMT-REF-27883                 000000008883CRINV-2026-15883           Party_7883                    
20TX-2026-788420260607PMT-REF-27884                 000000008884CRINV-2026-15884           Party_7884                    
20TX-2026-788520260607PMT-REF-27885                 000000008885CRINV-2026-15885           Party_7885                    
20TX-2026-788620260607PMT-REF-27886                 000000008886CRINV-2026-15886           Party_7886                    
20TX-2026-788720260607PMT-REF-27887                 000000008887CRINV-2026-15887           Party_7887                    
20TX-2026-788820260607PMT-REF-27888                 000000008888CRINV-2026-15888           Party_7888                    
20TX-2026-788920260607PMT-REF-27889                 000000008889CRINV-2026-15889           Party_7889                    
20TX-2026-789020260607PMT-REF-27890                 000000008890CRINV-2026-15890           Party_7890                    
20TX-2026-789120260607PMT-REF-27891                 000000008891CRINV-2026-15891           Party_7891                    
20TX-2026-789220260607PMT-REF-27892                 000000008892CRINV-2026-15892           Party_7892                    
20TX-2026-789320260607PMT-REF-27893                 000000008893CRINV-2026-15893           Party_7893                    
20TX-2026-789420260607PMT-REF-27894                 000000008894CRINV-2026-15894           Party_7894                    
20TX-2026-789520260607PMT-REF-27895                 000000008895CRINV-2026-15895           Party_7895                    
20TX-2026-789620260607PMT-REF-27896                 000000008896CRINV-2026-15896           Party_7896                    
20TX-2026-789720260607PMT-REF-27897                 000000008897CRINV-2026-15897           Party_7897                    
20TX-2026-789820260607PMT-REF-27898                 000000008898CRINV-2026-15898           Party_7898                    
20TX-2026-789920260607PMT-REF-27899                 000000008899CRINV-2026-15899           Party_7899                    
20TX-2026-790020260607PMT-REF-27900                 000000008900CRINV-2026-15900           Party_7900                    
20TX-2026-790120260607PMT-REF-27901                 000000008901CRINV-2026-15901           Party_7901                    
20TX-2026-790220260607PMT-REF-27902                 000000008902CRINV-2026-15902           Party_7902                    
20TX-2026-790320260607PMT-REF-27903                 000000008903CRINV-2026-15903           Party_7903                    
20TX-2026-790420260607PMT-REF-27904                 000000008904CRINV-2026-15904           Party_7904                    
20TX-2026-790520260607PMT-REF-27905                 000000008905CRINV-2026-15905           Party_7905                    
20TX-2026-790620260607PMT-REF-27906                 000000008906CRINV-2026-15906           Party_7906                    
20TX-2026-790720260607PMT-REF-27907                 000000008907CRINV-2026-15907           Party_7907                    
20TX-2026-790820260607PMT-REF-27908                 000000008908CRINV-2026-15908           Party_7908                    
20TX-2026-790920260607PMT-REF-27909                 000000008909CRINV-2026-15909           Party_7909                    
20TX-2026-791020260607PMT-REF-27910                 000000008910CRINV-2026-15910           Party_7910                    
20TX-2026-791120260607PMT-REF-27911                 000000008911CRINV-2026-15911           Party_7911                    
20TX-2026-791220260607PMT-REF-27912                 000000008912CRINV-2026-15912           Party_7912                    
20TX-2026-791320260607PMT-REF-27913                 000000008913CRINV-2026-15913           Party_7913                    
20TX-2026-791420260607PMT-REF-27914                 000000008914CRINV-2026-15914           Party_7914                    
20TX-2026-791520260607PMT-REF-27915                 000000008915CRINV-2026-15915           Party_7915                    
20TX-2026-791620260607PMT-REF-27916                 000000008916CRINV-2026-15916           Party_7916                    
20TX-2026-791720260607PMT-REF-27917                 000000008917CRINV-2026-15917           Party_7917                    
20TX-2026-791820260607PMT-REF-27918                 000000008918CRINV-2026-15918           Party_7918                    
20TX-2026-791920260607PMT-REF-27919                 000000008919CRINV-2026-15919           Party_7919                    
20TX-2026-792020260607PMT-REF-27920                 000000008920CRINV-2026-15920           Party_7920                    
20TX-2026-792120260607PMT-REF-27921                 000000008921CRINV-2026-15921           Party_7921                    
20TX-2026-792220260607PMT-REF-27922                 000000008922CRINV-2026-15922           Party_7922                    
20TX-2026-792320260607PMT-REF-27923                 000000008923CRINV-2026-15923           Party_7923                    
20TX-2026-792420260607PMT-REF-27924                 000000008924CRINV-2026-15924           Party_7924                    
20TX-2026-792520260607PMT-REF-27925                 000000008925CRINV-2026-15925           Party_7925                    
20TX-2026-792620260607PMT-REF-27926                 000000008926CRINV-2026-15926           Party_7926                    
20TX-2026-792720260607PMT-REF-27927                 000000008927CRINV-2026-15927           Party_7927                    
20TX-2026-792820260607PMT-REF-27928                 000000008928CRINV-2026-15928           Party_7928                    
20TX-2026-792920260607PMT-REF-27929                 000000008929CRINV-2026-15929           Party_7929                    
20TX-2026-793020260607PMT-REF-27930                 000000008930CRINV-2026-15930           Party_7930                    
20TX-2026-793120260607PMT-REF-27931                 000000008931CRINV-2026-15931           Party_7931                    
20TX-2026-793220260607PMT-REF-27932                 000000008932CRINV-2026-15932           Party_7932                    
20TX-2026-793320260607PMT-REF-27933                 000000008933CRINV-2026-15933           Party_7933                    
20TX-2026-793420260607PMT-REF-27934                 000000008934CRINV-2026-15934           Party_7934                    
20TX-2026-793520260607PMT-REF-27935                 000000008935CRINV-2026-15935           Party_7935                    
20TX-2026-793620260607PMT-REF-27936                 000000008936CRINV-2026-15936           Party_7936                    
20TX-2026-793720260607PMT-REF-27937                 000000008937CRINV-2026-15937           Party_7937                    
20TX-2026-793820260607PMT-REF-27938                 000000008938CRINV-2026-15938           Party_7938                    
20TX-2026-793920260607PMT-REF-27939                 000000008939CRINV-2026-15939           Party_7939                    
20TX-2026-794020260607PMT-REF-27940                 000000008940CRINV-2026-15940           Party_7940                    
20TX-2026-794120260607PMT-REF-27941                 000000008941CRINV-2026-15941           Party_7941                    
20TX-2026-794220260607PMT-REF-27942                 000000008942CRINV-2026-15942           Party_7942                    
20TX-2026-794320260607PMT-REF-27943                 000000008943CRINV-2026-15943           Party_7943                    
20TX-2026-794420260607PMT-REF-27944                 000000008944CRINV-2026-15944           Party_7944                    
20TX-2026-794520260607PMT-REF-27945                 000000008945CRINV-2026-15945           Party_7945                    
20TX-2026-794620260607PMT-REF-27946                 000000008946CRINV-2026-15946           Party_7946                    
20TX-2026-794720260607PMT-REF-27947                 000000008947CRINV-2026-15947           Party_7947                    
20TX-2026-794820260607PMT-REF-27948                 000000008948CRINV-2026-15948           Party_7948                    
20TX-2026-794920260607PMT-REF-27949                 000000008949CRINV-2026-15949           Party_7949                    
20TX-2026-795020260607PMT-REF-27950                 000000008950CRINV-2026-15950           Party_7950                    
20TX-2026-795120260607PMT-REF-27951                 000000008951CRINV-2026-15951           Party_7951                    
20TX-2026-795220260607PMT-REF-27952                 000000008952CRINV-2026-15952           Party_7952                    
20TX-2026-795320260607PMT-REF-27953                 000000008953CRINV-2026-15953           Party_7953                    
20TX-2026-795420260607PMT-REF-27954                 000000008954CRINV-2026-15954           Party_7954                    
20TX-2026-795520260607PMT-REF-27955                 000000008955CRINV-2026-15955           Party_7955                    
20TX-2026-795620260607PMT-REF-27956                 000000008956CRINV-2026-15956           Party_7956                    
20TX-2026-795720260607PMT-REF-27957                 000000008957CRINV-2026-15957           Party_7957                    
20TX-2026-795820260607PMT-REF-27958                 000000008958CRINV-2026-15958           Party_7958                    
20TX-2026-795920260607PMT-REF-27959                 000000008959CRINV-2026-15959           Party_7959                    
20TX-2026-796020260607PMT-REF-27960                 000000008960CRINV-2026-15960           Party_7960                    
20TX-2026-796120260607PMT-REF-27961                 000000008961CRINV-2026-15961           Party_7961                    
